# Avellaneda-Stoikov (2008) vs Imbalance-Aware (2018)

Step,Inventory Avellaneda,PnL Avellaneda,Inventory Imbalance,PnL Imbalance
80310,40,330086,69,283988
80315,40,330107,69,284008
80320,40,330138,69,284028
80325,40,330158,59,284043
80330,40,330189,79,284064
80335,40,330210,89,284080
80340,40,330241,79,284095
80345,40,330261,89,284121
80350,40,330292,79,284135
80355,40,330313,79,284156
80360,40,330344,79,284166
80365,40,330364,79,284197
80370,40,330395,79,284217
80375,40,330416,79,284248
80380,40,330447,79,284269
80385,40,330467,79,284299
80390,40,330498,79,284320
80395,40,330519,89,284337
80400,50,330535,99,284343
80405,50,330533,99,284339
80410,50,330535,99,284343
80415,50,330530,99,284333
80420,50,330535,99,284343
80425,50,330535,99,284343
80430,50,330566,90,284369
80435,50,330586,90,284389
80440,50,330617,90,284420
80445,50,330638,80,284435
80450,50,330669,70,284461
80455,50,330689,70,284482
80460,50,330720,80,284507
80465,50,330741,70,284522
80470,50,330772,70,284553
80475,50,330792,70,284573
80480,50,330823,60,284589
80485,50,330844,70,284614
80490,50,330875,70,284634
80495,50,330895,70,284655
80500,50,330926,60,284681
80505,50,330947,60,284702
80510,50,330978,60,284722
80515,50,330998,70,284746
80520,50,331029,70,284767
80525,50,331050,70,284797
80530,40,331075,70,284818
80535,40,331095,70,284849
80540,40,331126,80,284865
80545,40,331147,80,284895
80550,40,331178,80,284916
80555,40,331198,80,284946
80560,40,331229,80,284967
80565,40,331250,80,284987
80570,40,331281,80,285018
80575,40,331301,90,285034
80580,40,331332,90,285064
80585,40,331353,90,285085
80590,40,331384,90,285095
80595,40,331404,100,285111
80600,40,331435,90,285125
80605,50,331440,100,285130
80610,50,331441,100,285131
80615,50,331439,100,285126
80620,50,331441,100,285131
80625,50,331436,100,285122
80630,50,331441,100,285131
80635,50,331441,100,285131
80640,50,331438,100,285124
80645,50,331441,100,285131
80650,50,331462,90,285146
80655,50,331482,80,285161
80660,50,331513,90,285186
80665,50,331534,90,285196
80670,50,331565,90,285217
80675,50,331585,90,285227
80680,50,331616,90,285247
80685,50,331637,90,285267
80690,50,331668,80,285292
80695,50,331688,90,285298
80700,50,331719,90,285318
80705,50,331740,90,285329
80710,50,331771,90,285359
80715,60,331787,100,285365
80720,50,331811,90,285369
80725,50,331832,90,285400
80730,50,331863,90,285420
80735,50,331884,90,285441
80740,50,331914,90,285441
80745,50,331912,90,285437
80750,50,331914,90,285441
80755,50,331908,90,285430
80760,40,331912,80,285433
80765,40,331918,80,285444
80770,40,331918,80,285443
80775,40,331938,90,285458
80780,40,331969,90,285479
80785,40,331990,90,285499
80790,40,332021,90,285519
80795,40,332041,80,285535
80800,40,332072,80,285566
80805,40,332093,80,285587
80810,40,332124,80,285618
80815,40,332144,80,285638
80820,40,332175,70,285664
80825,40,332196,70,285685
80830,40,332227,70,285716
80835,40,332247,70,285736
80840,40,332278,60,285763
80845,40,332299,50,285779
80850,40,332330,60,285803
80855,40,332350,60,285824
80860,40,332381,80,285843
80865,40,332402,80,285863
80870,40,332433,80,285894
80875,40,332451,80,285910
80880,40,332453,80,285915
80885,40,332449,80,285907
80890,40,332453,80,285915
80895,40,332447,80,285902
80900,36,332454,70,285915
80905,36,332449,70,285904
80910,36,332454,68,285915
80915,26,332479,78,285931
80920,26,332499,98,285954
80925,16,332514,100,285954
80930,16,332514,100,285955
80935,16,332513,100,285952
80940,16,332514,100,285955
80945,16,332513,100,285950
80950,16,332514,100,285955
80955,16,332513,100,285948
80960,16,332514,100,285955
80965,16,332512,100,285945
80970,16,332512,90,285948
80975,16,332513,80,285952
80980,16,332513,70,285955
80985,16,332514,70,285960
80990,16,332512,70,285951
80995,16,332514,70,285960
81000,16,332524,70,285960
81005,16,332544,100,285978
81010,16,332575,90,285992
81015,16,332595,100,286018
81020,16,332605,100,286019
81025,16,332605,100,286017
81030,16,332605,100,286019
81035,16,332605,100,286015
81040,16,332605,100,286019
81045,16,332604,100,286011
81050,16,332605,100,286019
81055,16,332603,100,286006
81060,16,332603,100,286003
81065,16,332605,100,286019
81070,16,332603,100,286005
81075,16,332616,90,286023
81080,16,332646,80,286037
81085,16,332667,60,286057
81090,16,332698,70,286072
81095,16,332719,70,286092
81100,16,332749,60,286107
81105,16,332770,50,286122
81110,16,332801,40,286147
81115,16,332822,40,286167
81120,16,332852,20,286187
81125,16,332873,20,286208
81130,16,332904,10,286223
81135,16,332925,10,286244
81140,16,332955,10,286275
81145,16,332976,10,286295
81150,16,333007,10,286326
81155,16,333028,10,286346
81160,16,333058,30,286366
81165,16,333079,30,286376
81170,16,333110,30,286406
81175,16,333131,40,286422
81180,16,333161,40,286452
81185,16,333182,50,286468
81190,16,333213,50,286499
81195,16,333234,60,286515
81200,16,333264,60,286545
81205,16,333285,60,286566
81210,16,333316,60,286596
81215,16,333337,60,286617
81220,16,333367,60,286637
81225,16,333388,60,286668
81230,16,333419,60,286688
81235,16,333440,60,286719
81240,16,333470,60,286739
81245,16,333491,60,286770
81250,16,333522,60,286790
81255,16,333543,60,286811
81260,16,333573,60,286842
81265,16,333594,60,286852
81270,16,333625,60,286883
81275,16,333646,60,286903
81280,-4,333663,30,286913
81285,-4,333663,40,286909
81290,-4,333663,40,286920
81295,-4,333673,70,286938
81300,-14,333689,70,286959
81305,-14,333719,70,286979
81310,-14,333740,60,286995
81315,-14,333770,60,287005
81320,-14,333793,60,287007
81325,-14,333791,60,287015
81330,-14,333790,50,287019
81335,-4,333795,50,287019
81340,-4,333816,50,287039
81345,-4,333847,30,287049
81350,-4,333867,30,287070
81355,-4,333898,30,287100
81360,-4,333919,30,287110
81365,-4,333950,30,287141
81370,-4,333970,40,287156
81375,-4,334001,60,287178
81380,-4,334001,80,287185
81385,-4,334001,80,287181
81390,-4,334001,80,287185
81395,-4,334002,80,287179
81400,-4,334001,78,287186
81405,-4,334001,68,287188
81410,-4,334002,68,287182
81415,-4,334001,68,287188
81420,-4,334002,68,287180
81425,-4,334001,68,287188
81430,-4,334002,68,287178
81435,-4,334002,58,287181
81440,-4,334001,58,287189
81445,-4,334002,58,287180
81450,-4,334001,58,287189
81455,-4,334002,58,287180
81460,-4,334001,58,287189
81465,-4,334002,58,287180
81470,-4,334001,58,287189
81475,-4,334022,58,287209
81480,-4,334042,58,287230
81485,-4,334073,68,287245
81490,-4,334093,78,287271
81495,-4,334124,88,287287
81500,-4,334144,78,287311
81505,-4,334175,78,287321
81510,-4,334195,78,287342
81515,-4,334226,78,287372
81520,-4,334246,78,287382
81525,-4,334277,68,287397
81530,-4,334297,68,287417
81535,-4,334328,68,287427
81540,-4,334348,68,287448
81545,-14,334361,73,287458
81550,-14,334362,83,287455
81555,-14,334362,83,287459
81560,-14,334362,83,287454
81565,-14,334362,83,287459
81570,-14,334363,83,287452
81575,-14,334362,83,287459
81580,-14,334363,83,287448
81585,-14,334362,83,287456
81590,-24,334365,73,287458
81595,-24,334386,63,287473
81600,-24,334416,53,287489
81605,-24,334437,53,287510
81610,-24,334468,43,287525
81615,-24,334489,33,287552
81620,-24,334519,23,287568
81625,-24,334540,33,287582
81630,-24,334571,43,287597
81635,-24,334592,53,287602
81640,-24,334622,53,287623
81645,-24,334633,53,287633
81650,-14,334637,53,287633
81655,-14,334646,69,287641
81660,-24,334650,58,287641
81665,-24,334650,48,287641
81670,-24,334681,48,287662
81675,-24,334702,48,287693
81680,-24,334732,48,287713
81685,-24,334743,58,287725
81690,-24,334743,48,287729
81695,-24,334743,58,287732
81700,-24,334743,68,287736
81705,-24,334745,68,287729
81710,-24,334743,68,287736
81715,-24,334746,68,287726
81720,-24,334746,58,287730
81725,-24,334746,48,287732
81730,-24,334742,48,287739
81735,-14,334758,68,287756
81740,-14,334778,78,287780
81745,-14,334809,78,287801
81750,-14,334830,68,287817
81755,-14,334861,88,287825
81760,-14,334881,88,287856
81765,-14,334905,90,287847
81770,-14,334902,90,287863
81775,-14,334902,90,287867
81780,-14,334903,90,287862
81785,-14,334902,90,287867
81790,-14,334903,90,287861
81795,-14,334902,90,287867
81800,-14,334903,90,287857
81805,-14,334902,90,287867
81810,-14,334903,100,287865
81815,-14,334903,90,287863
81820,-14,334904,90,287858
81825,-24,334909,60,287868
81830,-24,334906,60,287876
81835,-24,334904,60,287879
81840,-24,334907,60,287873
81845,-4,334915,70,287886
81850,-4,334915,80,287887
81855,-4,334915,100,287886
81860,-4,334915,100,287892
81865,-4,334915,100,287885
81870,-4,334915,82,287893
81875,-4,334915,72,287902
81880,-4,334915,72,287902
81885,-4,334915,72,287901
81890,-4,334915,72,287901
81895,-4,334915,72,287907
81900,-4,334915,72,287901
81905,-4,334915,71,287907
81910,-4,334915,71,287898
81915,-4,334915,71,287907
81920,-4,334915,81,287904
81925,-4,334915,71,287908
81930,-4,334915,61,287913
81935,-4,334915,71,287917
81940,-4,334915,61,287922
81945,-4,334946,41,287941
81950,-4,334966,31,287955
81955,-4,334997,21,287981
81960,-4,335018,21,288001
81965,-4,335049,11,288016
81970,-4,335069,11,288047
81975,-4,335100,11,288067
81980,-4,335121,11,288088
81985,-4,335152,11,288098
81990,-4,335172,11,288129
81995,-4,335203,11,288139
82000,-4,335203,28,288152
82005,6,335206,48,288146
82010,6,335207,48,288154
82015,6,335207,48,288150
82020,6,335207,48,288147
82025,-4,335211,38,288150
82030,-4,335211,38,288155
82035,-6,335213,28,288152
82040,-6,335212,28,288157
82045,-19,335220,18,288158
82050,-29,335231,-2,288163
82055,-29,335234,-21,288170
82060,-29,335241,-11,288174
82065,-29,335241,-21,288177
82070,-9,335248,-11,288179
82075,1,335253,-11,288183
82080,11,335258,-1,288186
82085,21,335258,19,288188
82090,11,335260,14,288188
82095,11,335280,14,288208
82100,11,335310,14,288239
82105,11,335331,14,288260
82110,11,335351,14,288281
82115,11,335382,14,288311
82120,1,335401,4,288331
82125,1,335401,4,288330
82130,1,335401,-6,288333
82135,1,335401,-6,288333
82140,1,335401,-6,288333
82145,1,335401,-6,288333
82150,1,335431,-6,288364
82155,1,335452,-6,288385
82160,1,335482,4,288400
82165,1,335503,4,288430
82170,1,335533,4,288451
82175,1,335554,14,288466
82180,1,335584,-6,288475
82185,11,335599,14,288484
82190,21,335599,24,288480
82195,21,335598,34,288480
82200,11,335604,24,288485
82205,11,335605,24,288486
82210,1,335608,18,288487
82215,-9,335613,8,288490
82220,1,335616,18,288495
82225,1,335616,18,288492
82230,-9,335621,28,288499
82235,-9,335620,38,288506
82240,-9,335622,38,288500
82245,-19,335627,28,288503
82250,-19,335624,28,288507
82255,-19,335628,28,288502
82260,-39,335638,-2,288510
82265,-29,335640,-2,288510
82270,-29,335640,2,288511
82275,-29,335635,2,288511
82280,-29,335641,2,288511
82285,-29,335636,2,288511
82290,-19,335661,12,288535
82295,-19,335682,12,288556
82300,-19,335712,12,288587
82305,-19,335733,12,288597
82310,-19,335763,12,288597
82315,-19,335771,13,288609
82320,-9,335777,36,288611
82325,-9,335777,56,288621
82330,-9,335777,56,288621
82335,-9,335779,56,288610
82340,-9,335777,56,288621
82345,-9,335797,56,288641
82350,-9,335828,66,288667
82355,-9,335848,46,288677
82360,-9,335879,56,288702
82365,-9,335899,56,288723
82370,-9,335930,56,288733
82375,-9,335950,36,288743
82380,-9,335981,46,288758
82385,-9,336001,46,288768
82390,11,336010,66,288776
82395,2,336013,66,288783
82400,2,336013,46,288787
82405,-8,336042,46,288788
82410,-8,336062,46,288808
82415,-8,336093,36,288833
82420,-8,336114,36,288853
82425,-8,336145,36,288884
82430,-8,336165,36,288904
82435,-8,336196,36,288935
82440,-8,336217,36,288955
82445,-8,336248,26,288980
82450,-8,336268,16,288994
82455,2,336294,26,289010
82460,2,336314,26,289041
82465,2,336345,26,289061
82470,2,336366,26,289092
82475,2,336397,26,289112
82480,2,336417,26,289143
82485,2,336448,26,289163
82490,2,336469,26,289194
82495,2,336500,26,289214
82500,2,336520,26,289245
82505,2,336551,26,289266
82510,2,336572,26,289297
82515,2,336603,26,289317
82520,2,336623,26,289348
82525,2,336654,26,289369
82530,2,336675,26,289400
82535,-2,336696,26,289433
82540,-2,336697,46,289431
82545,-2,336697,56,289429
82550,0,336697,66,289445
82555,0,336708,76,289458
82560,-10,336721,66,289463
82565,-30,336725,46,289472
82570,-37,336735,36,289464
82575,-37,336730,36,289468
82580,-17,336736,46,289475
82585,-17,336736,46,289475
82590,3,336746,76,289485
82595,3,336756,90,289498
82600,3,336766,100,289508
82605,3,336787,100,289528
82610,3,336807,100,289538
82615,3,336817,90,289555
82620,3,336817,90,289554
82625,3,336848,90,289574
82630,3,336869,90,289597
82635,3,336868,90,289595
82640,13,336883,100,289597
82645,7,336895,80,289607
82650,7,336894,80,289587
82655,7,336895,80,289599
82660,7,336895,80,289607
82665,7,336895,80,289603
82670,7,336905,70,289602
82675,8,336912,70,289606
82680,18,336919,80,289623
82685,18,336916,100,289618
82690,18,336917,100,289623
82695,8,336920,100,289602
82700,8,336922,100,289624
82705,8,336921,100,289611
82710,8,336921,100,289620
82715,8,336921,100,289623
82720,8,336922,100,289624
82725,8,336922,100,289623
82730,8,336920,100,289610
82735,-2,336926,90,289617
82740,-2,336926,90,289628
82745,-2,336926,90,289636
82750,7,336927,100,289585
82755,7,336957,90,289609
82760,7,336978,90,289629
82765,7,337008,90,289660
82770,7,337029,90,289681
82775,7,337059,90,289712
82780,7,337080,90,289732
82785,7,337092,90,289771
82790,7,337093,100,289787
82795,7,337091,100,289759
82800,7,337092,100,289768
82805,7,337091,100,289765
82810,7,337090,100,289740
82815,7,337120,90,289763
82820,7,337141,90,289784
82825,7,337171,90,289815
82830,7,337192,90,289836
82835,7,337222,90,289866
82840,7,337243,90,289887
82845,7,337273,90,289918
82850,7,337294,90,289939
82855,7,337324,90,289969
82860,7,337345,90,289990
82865,7,337375,90,290021
82870,7,337396,90,290042
82875,7,337426,90,290072
82880,7,337447,90,290093
82885,7,337477,80,290117
82890,7,337498,80,290137
82895,7,337528,80,290168
82900,7,337549,70,290181
82905,7,337579,70,290212
82910,7,337600,70,290231
82915,7,337630,70,290262
82920,7,337651,70,290283
82925,7,337681,70,290304
82930,7,337702,70,290334
82935,7,337732,70,290355
82940,7,337753,70,290385
82945,7,337783,70,290406
82950,7,337804,70,290436
82955,7,337824,70,290458
82960,7,337855,70,290488
82965,7,337875,70,290509
82970,7,337906,70,290539
82975,7,337926,70,290560
82980,7,337957,70,290591
82985,7,337977,70,290611
82990,7,338008,70,290642
82995,7,338028,70,290662
83000,7,338049,70,290683
83005,7,338079,80,290700
83010,7,338100,80,290720
83015,7,338120,80,290731
83020,7,338140,80,290752
83025,7,338171,90,290780
83030,7,338191,90,290801
83035,7,338222,90,290831
83040,7,338242,100,290848
83045,7,338273,90,290873
83050,7,338294,90,290894
83055,7,338324,70,290910
83060,7,338345,70,290931
83065,7,338375,80,290957
83070,7,338385,90,290972
83075,7,338416,90,290993
83080,7,338436,90,291024
83085,7,338457,90,291045
83090,7,338487,90,291076
83095,7,338507,90,291096
83100,7,338538,90,291127
83105,7,338558,90,291147
83110,7,338589,90,291178
83115,7,338609,90,291199
83120,7,338640,90,291219
83125,7,338660,80,291232
83130,7,338691,70,291255
83135,7,338711,70,291276
83140,7,338742,70,291306
83145,7,338762,70,291327
83150,7,338793,70,291357
83155,7,338813,70,291378
83160,7,338844,70,291398
83165,7,338864,70,291429
83170,7,338895,70,291449
83175,7,338915,80,291476
83180,7,338946,80,291496
83185,7,338966,80,291527
83190,7,338997,80,291547
83195,7,339017,80,291578
83200,7,339048,80,291598
83205,7,339068,80,291629
83210,7,339099,100,291644
83215,7,339120,90,291659
83220,7,339140,90,291679
83225,7,339171,90,291710
83230,7,339191,90,291730
83235,7,339222,90,291762
83240,7,339242,90,291782
83245,7,339273,90,291813
83250,7,339293,90,291834
83255,7,339324,90,291854
83260,7,339344,90,291874
83265,7,339375,90,291895
83270,7,339395,80,291908
83275,7,339426,70,291932
83280,7,339446,70,291953
83285,7,339477,70,291983
83290,7,339497,80,292000
83295,7,339528,90,292017
83300,7,339548,90,292037
83305,7,339579,90,292068
83310,7,339599,80,292081
83315,7,339630,80,292112
83320,7,339650,80,292132
83325,7,339681,70,292156
83330,7,339701,60,292170
83335,7,339732,60,292191
83340,7,339752,60,292221
83345,7,339783,60,292242
83350,7,339803,40,292250
83355,7,339834,50,292266
83360,7,339854,50,292276
83365,7,339885,60,292303
83370,7,339905,60,292324
83375,7,339936,60,292345
83380,7,339956,60,292355
83385,7,339987,60,292376
83390,7,340007,60,292396
83395,7,340038,60,292427
83400,7,340058,60,292447
83405,7,340089,50,292461
83410,7,340109,50,292481
83415,7,340140,50,292492
83420,7,340160,50,292502
83425,7,340191,50,292523
83430,7,340211,50,292554
83435,7,340232,40,292569
83440,7,340252,50,292585
83445,7,340283,40,292600
83450,7,340303,40,292620
83455,7,340324,40,292641
83460,7,340354,40,292672
83465,7,340375,40,292692
83470,7,340405,40,292723
83475,7,340426,40,292744
83480,7,340446,40,292764
83485,7,340468,40,292792
83490,7,340489,40,292813
83495,7,340519,40,292844
83500,7,340540,40,292864
83505,7,340570,40,292895
83510,7,340591,40,292915
83515,7,340621,40,292936
83520,7,340642,40,292966
83525,7,340672,40,292987
83530,7,340693,30,293001
83535,7,340723,30,293022
83540,7,340744,30,293053
83545,7,340774,30,293073
83550,7,340795,30,293104
83555,7,340825,30,293115
83560,7,340846,30,293135
83565,7,340876,40,293162
83570,7,340886,50,293179
83575,7,340906,50,293197
83580,7,340927,50,293217
83585,7,340957,50,293248
83590,7,340978,50,293271
83595,7,341009,50,293302
83600,7,341029,50,293322
83605,7,341050,60,293339
83610,7,341070,60,293359
83615,7,341100,60,293389
83620,7,341121,60,293410
83625,7,341141,60,293430
83630,7,341162,60,293452
83635,7,341192,70,293479
83640,7,341213,70,293499
83645,7,341243,70,293520
83650,7,341264,70,293541
83655,7,341294,80,293566
83660,7,341314,70,293577
83665,7,341345,60,293601
83670,7,341365,60,293621
83675,7,341396,60,293654
83680,7,341417,60,293674
83685,7,341437,60,293682
83690,7,341467,50,293696
83695,7,341488,60,293723
83700,7,341508,60,293744
83705,7,341539,60,293775
83710,7,341559,60,293796
83715,7,341590,70,293810
83720,7,341610,70,293830
83725,7,341641,70,293861
83730,7,341661,70,293882
83735,7,341681,80,293909
83740,7,341712,80,293929
83745,7,341732,80,293960
83750,7,341763,80,293980
83755,7,341783,80,294011
83760,7,341814,70,294024
83765,7,341834,70,294054
83770,7,341855,70,294074
83775,7,341885,70,294096
83780,7,341906,80,294114
83785,7,341936,60,294120
83790,7,341957,60,294140
83795,7,341987,60,294171
83800,7,342008,60,294181
83805,7,342038,60,294201
83810,7,342059,60,294221
83815,7,342089,70,294238
83820,7,342110,70,294248
83825,7,342140,60,294272
83830,7,342161,60,294292
83835,7,342181,60,294313
83840,7,342212,60,294344
83845,7,342232,60,294365
83850,7,342263,60,294396
83855,7,342283,50,294410
83860,7,342314,50,294441
83865,7,342334,30,294450
83870,7,342355,20,294465
83875,7,342374,20,294474
83880,7,342395,20,294494
83885,7,342425,30,294520
83890,7,342446,40,294536
83895,7,342466,40,294556
83900,7,342497,40,294586
83905,7,342517,40,294607
83910,7,342547,30,294631
83915,7,342568,30,294652
83920,7,342598,40,294678
83925,7,342619,40,294698
83930,7,342649,40,294729
83935,7,342670,40,294750
83940,7,342700,40,294770
83945,7,342721,40,294790
83950,7,342751,40,294821
83955,7,342772,40,294842
83960,7,342802,40,294872
83965,7,342823,40,294883
83970,7,342854,40,294914
83975,7,342874,40,294934
83980,7,342905,40,294965
83985,7,342925,40,294986
83990,7,342945,40,295007
83995,7,342976,40,295037
84000,7,342996,40,295058
84005,7,343027,40,295089
84010,7,343048,40,295112
84015,7,343067,40,295128
84020,7,343088,30,295142
84025,7,343118,30,295173
84030,7,343139,30,295193
84035,7,343169,40,295220
84040,7,343190,30,295224
84045,7,343210,30,295244
84050,7,343231,40,295265
84055,7,343251,50,295272
84060,7,343271,50,295292
84065,7,343291,40,295306
84070,7,343322,40,295337
84075,7,343342,40,295358
84080,7,343363,40,295378
84085,7,343383,40,295398
84090,7,343404,40,295418
84095,7,343424,40,295439
84100,7,343444,40,295459
84105,7,343475,40,295490
84110,7,343496,40,295512
84115,7,343526,30,295537
84120,7,343547,30,295557
84125,7,343577,30,295578
84130,7,343598,40,295594
84135,7,343628,40,295625
84140,7,343648,40,295644
84145,7,343669,50,295664
84150,7,343690,60,295691
84155,7,343710,60,295712
84160,7,343741,60,295743
84165,7,343761,60,295764
84170,7,343792,60,295784
84175,7,343812,60,295814
84180,7,343843,60,295834
84185,7,343863,60,295851
84190,7,343883,60,295872
84195,7,343904,50,295899
84200,7,343924,60,295916
84205,7,343955,60,295938
84210,7,343976,60,295959
84215,7,344006,60,295989
84220,7,344016,60,296009
84225,7,344037,70,296027
84230,7,344057,60,296052
84235,7,344078,70,296069
84240,7,344108,70,296099
84245,7,344129,80,296116
84250,7,344159,80,296147
84255,7,344180,80,296168
84260,7,344200,90,296196
84265,7,344231,90,296216
84270,7,344251,90,296248
84275,7,344272,90,296268
84280,7,344302,90,296299
84285,7,344323,90,296309
84290,7,344353,90,296330
84295,7,344374,90,296361
84300,7,344394,90,296382
84305,7,344425,90,296412
84310,7,344445,80,296426
84315,7,344476,90,296443
84320,7,344496,90,296464
84325,7,344527,90,296485
84330,7,344547,80,296497
84335,7,344568,80,296518
84340,7,344588,80,296529
84345,7,344609,90,296547
84350,7,344639,90,296567
84355,7,344649,80,296580
84360,7,344670,90,296609
84365,7,344701,90,296631
84370,7,344721,90,296651
84375,7,344751,90,296680
84380,7,344772,90,296700
84385,7,344803,100,296719
84390,7,344823,90,296721
84395,7,344843,80,296737
84400,7,344864,80,296758
84405,7,344884,90,296785
84410,7,344905,90,296805
84415,7,344935,90,296833
84420,7,344955,90,296853
84425,7,344976,90,296874
84430,7,345006,90,296883
84435,7,345027,90,296903
84440,7,345057,90,296934
84445,7,345078,90,296958
84450,7,345098,90,296979
84455,7,345129,90,297006
84460,7,345149,90,297027
84465,7,345180,90,297047
84470,7,345200,90,297067
84475,7,345231,90,297098
84480,7,345251,80,297110
84485,7,345282,70,297137
84490,7,345303,60,297151
84495,7,345323,60,297172
84500,7,345344,60,297193
84505,7,345374,60,297224
84510,7,345395,60,297245
84515,7,345425,60,297265
84520,7,345446,60,297286
84525,7,345476,60,297317
84530,7,345497,60,297338
84535,7,345517,60,297358
84540,7,345548,60,297389
84545,7,345568,60,297410
84550,7,345599,60,297440
84555,7,345619,60,297462
84560,7,345640,60,297492
84565,7,345660,60,297512
84570,7,345691,50,297537
84575,7,345711,50,297557
84580,7,345731,70,297581
84585,7,345762,70,297601
84590,7,345782,60,297626
84595,7,345813,60,297646
84600,7,345833,60,297677
84605,7,345854,50,297691
84610,7,345884,50,297722
84615,7,345905,50,297742
84620,7,345925,50,297763
84625,7,345956,50,297793
84630,7,345976,50,297814
84635,7,346007,50,297844
84640,7,346027,50,297864
84645,7,346058,50,297895
84650,7,346078,50,297916
84655,7,346098,50,297935
84660,7,346129,40,297960
84665,7,346150,40,297981
84670,7,346180,40,298011
84675,7,346201,40,298032
84680,7,346231,40,298052
84685,7,346252,40,298073
84690,7,346272,40,298093
84695,7,346302,40,298124
84700,7,346323,40,298134
84705,7,346354,40,298167
84710,7,346374,40,298187
84715,7,346405,40,298218
84720,7,346425,40,298238
84725,7,346456,40,298269
84730,7,346476,40,298287
84735,7,346507,40,298308
84740,7,346527,40,298338
84745,7,346547,40,298359
84750,7,346578,40,298389
84755,7,346598,40,298409
84760,7,346629,40,298440
84765,7,346649,50,298457
84770,7,346680,50,298478
84775,7,346700,50,298498
84780,7,346720,50,298518
84785,7,346751,50,298538
84790,7,346771,50,298558
84795,7,346803,60,298590
84800,7,346823,60,298611
84805,7,346854,60,298642
84810,7,346874,60,298662
84815,7,346904,60,298688
84820,7,346925,60,298713
84825,7,346946,60,298734
84830,7,346966,60,298754
84835,7,346996,60,298785
84840,7,347017,50,298798
84845,7,347047,40,298812
84850,7,347068,40,298834
84855,7,347088,40,298855
84860,7,347119,40,298885
84865,7,347139,40,298906
84870,7,347170,40,298937
84875,7,347190,40,298957
84880,7,347221,40,298988
84885,7,347241,50,299005
84890,7,347272,50,299035
84895,7,347292,50,299056
84900,7,347323,50,299086
84905,7,347343,50,299107
84910,7,347374,50,299138
84915,7,347395,50,299159
84920,7,347425,50,299190
84925,7,347445,40,299203
84930,7,347466,40,299223
84935,7,347496,40,299254
84940,7,347517,30,299269
84945,7,347547,30,299299
84950,7,347568,40,299315
84955,7,347598,40,299346
84960,7,347619,40,299366
84965,7,347639,40,299397
84970,7,347660,40,299407
84975,7,347690,40,299437
84980,7,347710,40,299457
84985,7,347731,50,299473
84990,7,347751,50,299493
84995,7,347782,40,299517
85000,7,347802,40,299538
85005,7,347822,40,299568
85010,7,347853,40,299588
85015,7,347873,40,299609
85020,7,347904,40,299639
85025,7,347924,40,299659
85030,7,347945,40,299681
85035,7,347975,50,299687
85040,7,347996,50,299716
85045,7,348016,50,299737
85050,7,348047,50,299767
85055,7,348067,50,299787
85060,7,348098,50,299818
85065,7,348118,40,299832
85070,7,348138,40,299842
85075,7,348159,30,299856
85080,7,348189,30,299877
85085,7,348199,30,299896
85090,7,348230,30,299916
85095,7,348250,30,299926
85100,7,348280,30,299956
85105,7,348301,30,299977
85110,7,348331,30,300007
85115,7,348352,30,300018
85120,7,348372,30,300018
85125,7,348393,10,300027
85130,7,348423,20,300053
85135,7,348444,20,300063
85140,7,348464,20,300083
85145,7,348495,20,300103
85150,7,348515,20,300124
85155,7,348536,20,300145
85160,7,348556,20,300166
85165,7,348587,20,300186
85170,7,348607,20,300207
85175,7,348637,20,300214
85180,7,348657,20,300235
85185,7,348688,20,300266
85190,7,348708,30,300282
85195,7,348739,40,300308
85200,7,348759,30,300312
85205,7,348790,30,300343
85210,7,348810,30,300362
85215,7,348831,30,300383
85220,7,348851,30,300414
85225,7,348871,30,300424
85230,7,348902,20,300438
85235,7,348922,30,300464
85240,7,348953,30,300485
85245,7,348973,30,300515
85250,7,349004,30,300536
85255,7,349024,30,300566
85260,7,349045,30,300587
85265,7,349075,30,300618
85270,7,349096,30,300639
85275,7,349127,30,300670
85280,7,349147,30,300690
85285,7,349178,30,300721
85290,7,349198,30,300742
85295,7,349229,20,300757
85300,7,349249,10,300783
85305,7,349280,10,300804
85310,7,349300,0,300819
85315,7,349321,0,300840
85320,7,349342,0,300871
85325,7,349372,0,300891
85330,7,349393,0,300911
85335,7,349423,0,300942
85340,7,349444,0,300962
85345,7,349463,0,300973
85350,7,349495,0,300993
85355,7,349514,-10,300998
85360,7,349534,-10,301019
85365,7,349565,-10,301050
85370,7,349585,-10,301071
85375,7,349616,-10,301101
85380,7,349636,-10,301122
85385,7,349667,-10,301153
85390,7,349687,-10,301174
85395,7,349707,-10,301194
85400,7,349738,-10,301215
85405,7,349758,-10,301245
85410,7,349779,-10,301266
85415,7,349809,0,301291
85420,7,349830,10,301307
85425,7,349860,10,301337
85430,7,349881,20,301353
85435,7,349911,20,301383
85440,7,349932,20,301404
85445,7,349962,20,301434
85450,7,349983,20,301455
85455,7,350003,20,301486
85460,7,350024,30,301501
85465,7,350044,30,301522
85470,7,350065,30,301542
85475,7,350095,30,301563
85480,7,350116,30,301583
85485,7,350136,30,301603
85490,7,350166,40,301629
85495,7,350187,40,301650
85500,7,350217,40,301681
85505,7,350238,40,301702
85510,7,350268,40,301732
85515,7,350289,40,301753
85520,7,350319,40,301784
85525,7,350340,40,301805
85530,7,350370,30,301829
85535,7,350391,30,301850
85540,7,350421,30,301881
85545,7,350442,20,301896
85550,7,350462,10,301921
85555,7,350483,10,301941
85560,7,350493,20,301957
85565,7,350513,10,301982
